station_id,station_name,lat,lon,capacity,capacity_class,is_charging_station,is_superstation,valet_hours,primary_area_type,context_tags,context_summary,nearest_subway_station,distance_to_subway_m,near_subway,nearest_park_or_recreation,distance_to_park_m,near_park_or_recreation,nearest_tourist_or_event_place,distance_to_tourist_or_event_m,near_tourist_or_event,nearest_major_road,distance_to_major_road_m,near_major_road,is_waterfront,is_downtown_core,is_residential_context,historical_arrivals_per_day,historical_departures_per_day,historical_net_flow_per_day,historical_usage_class,historical_return_risk_class,agent_hint,source,source_notes
7000,Fort York  Blvd / Capreol Ct,43.639832,-79.395954,47,very_large,False,False,,tourist_event,very_large|tourist_event|downtown_core|near_park|near_tourist,"Very large tourist event station in the downtown core, near tourist or event venues and near a park or trail.",University / King Southwest corner (on King),1224,False,Canoe Landing Park,107,True,The Ground Floor: Jumblies Theatre,229,True,Lake Shore Boulevard West,159,False,False,True,False,65.59,71.75,-6.16,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7001,Wellesley Station Green P,43.66496415990742,-79.38355031526893,23,medium,True,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|charging_station,"Medium transit hub station near subway, in the downtown core and near a park or trail.",Wellesley Street East,28,True,Paul Kane House Parkette,143,True,Police Museum & Discovery Centre,445,False,Yonge Street,82,False,False,True,False,46.85,64.41,-17.56,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7002,St. George St / Bloor St W,43.66713121831853,-79.3995550638237,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Medium transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",St George Street,126,True,Bloor-Bedford Parkette,167,True,Michael Lee-Chin Crystal,381,True,Bloor Street West,49,True,False,True,False,59.75,64.83,-5.07,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7003,Madison Ave / Bloor St W,43.66701830465472,-79.4027958687172,15,small,False,False,,transit_hub,small|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Small transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Spadina Road East Entrance,100,True,Paul Martel Park,68,True,"Ukrainian Museum of Canada, Ontario Branch",576,False,Bloor Street West,32,True,False,True,False,13.19,16.41,-3.22,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7005,King St W / York St,43.6480008,-79.383177,23,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Medium transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Entrance from 145 King West (via PATH),110,True,The Pasture,101,True,TD Gallery of Indigenous Art,226,True,King Street West,31,True,False,True,False,11.03,11.2,-0.18,medium,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7006,Bay St / College St (East Side),43.660439,-79.385525,31,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",College Park Shops Entrance,202,True,College Park,167,True,Police Museum & Discovery Centre,82,True,Bay Street,13,True,False,True,False,78.39,86.58,-8.19,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7007,College St / Huron St,43.658148,-79.398167,18,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Medium tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",University / College Southwest Entrance,614,False,Lillian H. Smith Park,50,True,Wildseed Centre for Art & Activism,206,True,College Street,13,True,False,True,False,61.66,66.12,-4.46,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7008,Wellesley St W / Queen's Park Cres,43.663376,-79.392125,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist,"Medium transit hub station near subway, in the downtown core, near tourist or event venues and near a park or trail.",,238,True,Queen's Park,19,True,University of Toronto Art Centre,282,True,Queen's Park Crescent West,90,False,False,True,False,24.25,26.44,-2.19,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7010,King St W / Spadina Ave,43.64514249449372,-79.39510358283808,19,medium,False,False,,park_trail,medium|park_trail|downtown_core|near_park|near_major_road,"Medium park trail station in the downtown core, near a park or trail and on a major road.",University / King Southwest corner (on King),849,False,Clarence Square,161,True,CBC Museum,610,False,Spadina Avenue,24,True,False,True,False,25.18,25.69,-0.51,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7013,Scott St / The Esplanade,43.64659663170443,-79.37530913867988,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist,"Medium transit hub station near subway, in the downtown core, near tourist or event venues and near a park or trail.",Yonge / Melinda,280,True,Berczy Park,154,True,The Market Gallery,398,True,Front Street East,102,False,False,True,False,34.77,36.03,-1.25,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7014,Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,17,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Medium tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Yonge / Carlton Northeast Corner,792,False,Allan Gardens,163,True,Allan Gardens Conservatory,219,True,Carlton Street,11,True,False,True,False,39.4,41.81,-2.41,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7015,King St W / Bay St (West Side),43.64852,-79.380576,39,large,False,True,"Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM",transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road|superstation|valet_station,"Large transit hub station staffed superstation, near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Yonge / King Southwest corner,196,True,The Pasture,179,True,Design Exchange,94,True,King Street West,26,True,False,True,False,122.94,66.68,56.26,very_high,medium,"Superstation: staffed Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM with unlimited dock capacity; reliable during those windows, but normal commuter pressure outside them.",gbfs|osm|ridership|superstation_page|valet_page,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs; superstation flag from bikesharetoronto.com/superstations/; valet hours (Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM) from bikesharetoronto.com/valet-stations/"
7016,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,35,large,False,False,,transit_hub,large|transit_hub|downtown_core|waterfront|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, on the waterfront, near tourist or event venues, near a park or trail and on a major road.",Queens Quay - Ferry Docks,43,True,Harbour Square Park,124,True,Giant Park Bench,150,True,Bay Street,24,True,True,True,False,76.44,76.97,-0.53,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7017,Widmer St / Adelaide St W - SMART,43.647547634759206,-79.39155200496292,12,small,False,False,,tourist_event,small|tourist_event|downtown_core|near_tourist|near_major_road,"Small tourist event station in the downtown core, near tourist or event venues and on a major road.","University / Queen, Southwest Entrance",505,False,St. Patrick's Square,357,False,OCAD Graduate Gallery,292,True,Adelaide Street West,31,True,False,True,False,84.35,90.19,-5.84,very_high,high,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7018,Bremner Blvd / Rees St,43.641529,-79.386741,49,very_large,False,False,,tourist_event,very_large|tourist_event|downtown_core|near_park|near_tourist,"Very large tourist event station in the downtown core, near tourist or event venues and near a park or trail.",Toronto Union Station,611,False,Bobbie Rosenfeld Park,63,True,CN Tower Edge Walk,112,True,Lake Shore Boulevard West,171,False,False,True,False,57.97,53.13,4.84,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7019,Temperance St Station,43.650945,-79.379498,55,very_large,False,True,"Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM",transit_hub,very_large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road|superstation|valet_station,"Very large transit hub station staffed superstation, near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Entrance from Hudson's Bay (via PATH),143,True,,38,True,Canada's Theatre Museum,230,True,Yonge Street,66,True,False,True,False,92.6,74.73,17.87,very_high,medium,"Superstation: staffed Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM with unlimited dock capacity; reliable during those windows, but normal commuter pressure outside them.",gbfs|osm|ridership|superstation_page|valet_page,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs; superstation flag from bikesharetoronto.com/superstations/; valet hours (Mon-Fri 7:00AM-10:00AM, 4:00PM-6:00PM) from bikesharetoronto.com/valet-stations/"
7020,Phoebe St / Spadina Ave,43.650033,-79.396555,33,large,False,False,,park_trail,large|park_trail|downtown_core|near_park|near_major_road,"Large park trail station in the downtown core, near a park or trail and on a major road.","University / Queen, Southwest Entrance",771,False,,52,True,OCAD Graduate Gallery,622,False,Spadina Avenue,34,True,False,True,False,24.92,21.14,3.79,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7021,Bay St / Albert St,43.653264,-79.382458,63,very_large,False,False,,transit_hub,very_large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Very large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",North Entrance from Eaton Centre (via PATH),205,True,Trinity Square,130,True,Nathan Phillips Square,132,True,Bay Street,23,True,False,True,False,49.76,49.65,0.11,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7023,College St / Borden St,43.6571,-79.4056,11,small,False,False,,tourist_event,small|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Small tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Markham Street,1078,False,The Doctors' Parkette,139,True,No. 8 Hose Station,74,True,College Street,38,True,False,True,False,38.29,40.92,-2.63,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7024,Dundonald St / Church St,43.66663,-79.38148,38,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park,"Large transit hub station near subway, in the downtown core and near a park or trail.",Dundonald Street,215,True,Barbara Hall Park,77,True,Police Museum & Discovery Centre,679,False,Jarvis Street,232,False,False,True,False,13.41,33.01,-19.6,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7025,Ted Rogers Way / Bloor St E,43.671293,-79.380471,27,large,False,False,,park_trail,large|park_trail|near_park|near_major_road,Large park trail station near a park or trail and on a major road.,Sherbourne Street,330,False,Milner Parkette,278,True,TD Gallery,507,False,Ted Rogers Way,36,True,False,False,True,20.91,33.18,-12.27,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7026,Bay St / St. Joseph St,43.665527,-79.387499,15,small,False,False,,transit_hub,small|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Small transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Dundonald Street,290,True,Clover Hill Park,74,True,Police Museum & Discovery Centre,524,False,Bay Street,21,True,False,True,False,34.85,38.71,-3.86,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7027,Beverley St / Dundas St W,43.652823,-79.393388,31,large,False,False,,tourist_event,large|tourist_event|downtown_core|near_park|near_tourist,"Large tourist event station in the downtown core, near tourist or event venues and near a park or trail.",438 University Avenue Entrance,432,False,Grange Park,114,True,Toronto bicycle tour,314,True,Dundas Street West,116,False,False,True,False,51.83,54.4,-2.57,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7028,Gould St / Mutual St,43.6582,-79.3768,31,large,False,False,,tourist_event,large|tourist_event|downtown_core|near_park|near_tourist,"Large tourist event station in the downtown core, near tourist or event venues and near a park or trail.",Sankofa Square Elevator,360,False,Pitman Quad,96,True,Mackenzie House,301,True,Jarvis Street,140,False,False,True,False,49.27,59.86,-10.59,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7029,Bay St / Bloor St W (East Side),43.66943,-79.38915,15,small,False,False,,transit_hub,small|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Small transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",80 Bloor Street West,84,True,Village of Yorkville Park,221,True,The Yorkville Rock,257,True,Bay Street,41,True,False,True,False,39.96,42.47,-2.51,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7030,Bay St / Wellesley St W,43.664088,-79.387095,35,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Wellesley Street East,300,True,Breadalbane Park,92,True,Police Museum & Discovery Centre,364,True,Bay Street,23,True,False,True,False,51.68,79.96,-28.28,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7031,Jarvis St / Isabella St,43.668991,-79.379385,39,large,False,False,,park_trail,large|park_trail|downtown_core|near_park|near_major_road,"Large park trail station in the downtown core, near a park or trail and on a major road.",Sherbourne Street,424,False,Barbara Hall Park,273,True,TD Gallery,661,False,Jarvis Street,12,True,False,True,False,17.8,25.27,-7.47,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7032,Augusta Ave / Dundas St W,43.652473,-79.401456,15,small,False,False,,park_trail,small|park_trail|downtown_core|near_park|near_major_road,"Small park trail station in the downtown core, near a park or trail and on a major road.","University / Dundas, Northwest corner",1057,False,Bellevue Square Park,133,True,No. 8 Hose Station,558,False,Dundas Street West,35,True,False,True,False,32.78,34.38,-1.6,very_high,medium,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7033,Union Station,43.645609,-79.380386,43,very_large,False,False,,transit_hub,very_large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Very large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Union,15,True,The Park at CIBC Square,224,True,TD Gallery of Indigenous Art,123,True,Front Street West,14,True,False,True,False,68.98,65.99,2.98,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7034,Church St / Bloor St E,43.671389,-79.382919,15,small,False,False,,tourist_event,small|tourist_event|near_subway|near_park|near_tourist|near_major_road,"Small tourist event station near subway, near tourist or event venues, near a park or trail and on a major road.",Bloor St East Entrance,189,True,Milner Parkette,113,True,TD Gallery,310,True,Bloor Street East,33,True,False,False,False,35.45,37.88,-2.43,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7035,Queen St W / Ossington Ave,43.643975,-79.419576,43,very_large,False,False,,tourist_event,very_large|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Very large tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Delaware Avenue,2115,False,Paul E. Garfinkel Park,161,True,Koffler Gallery,366,True,Queen Street West,6,True,False,True,False,34.51,35.11,-0.6,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7036,Trinity St /Front St E,43.651318,-79.36023,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist,"Medium tourist event station in the downtown core, near tourist or event venues and near a park or trail.",Yonge / King Southeast corner,1397,False,,239,True,Distillery District,125,True,Eastern Avenue,103,False,False,True,False,19.17,19.15,0.01,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7037,Bathurst St / Dundas St W,43.65220761646196,-79.4055689857289,41,very_large,False,False,,park_trail,very_large|park_trail|downtown_core|near_park|near_major_road,"Very large park trail station in the downtown core, near a park or trail and on a major road.","University / Dundas, Northwest corner",1386,False,Alexandra Park,200,True,No. 8 Hose Station,526,False,Dundas Street West,21,True,False,True,False,41.42,44.62,-3.2,very_high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7038,Dundas St W / Yonge St,43.656094,-79.381484,31,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Entrance from Atrium on Bay (via PATH),27,True,Trinity Square,195,True,Little Canada,83,True,Dundas Street East,53,True,False,True,False,66.66,69.29,-2.62,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7039,Simcoe St / Michael Sweet Ave,43.652327224103,-79.3882538196087,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Medium transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.","University / Queen, Northwest Entrance",181,True,,81,True,Campbell House,160,True,University Avenue,68,True,False,True,False,16.71,18.49,-1.78,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7040,Euclid Ave / Bloor St W,43.664467,-79.414783,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Medium transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Markham Street,218,True,Euclid Avenue Parkette,54,True,"Ukrainian Museum of Canada, Ontario Branch",1055,False,Bloor Street West,57,True,False,True,False,20.91,24.68,-3.77,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7041,Edward St / Yonge St,43.656729,-79.382736,23,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist,"Medium transit hub station near subway, in the downtown core, near tourist or event venues and near a park or trail.",Entrance from Atrium on Bay (via PATH),116,True,Trinity Square,264,True,Little Canada,147,True,Bay Street,108,False,False,True,False,46.29,51.22,-4.93,very_high,medium,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7042,Sherbourne St / Wellesley St E,43.6673,-79.374,31,large,False,False,,park_trail,large|park_trail|downtown_core|near_park,Large park trail station in the downtown core and near a park or trail.,Glen Road,551,False,Wellesley - Magill Park,142,True,Allan Gardens Conservatory,630,False,Jarvis Street,366,False,False,True,False,30.93,47.4,-16.47,very_high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7043,Queens Quay W / Lower Simcoe St,43.63951,-79.383717,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|waterfront|near_park|near_tourist,"Medium tourist event station in the downtown core, on the waterfront, near tourist or event venues and near a park or trail.",Queens Quay - Ferry Docks,560,False,Rees Street Parkette,74,True,Simcoe Wave Deck,93,True,Lake Shore Boulevard West,111,False,True,True,False,56.13,57.25,-1.12,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7044,Church St / Alexander St,43.663722,-79.380288,35,large,False,False,,park_trail,large|park_trail|downtown_core|near_park,Large park trail station in the downtown core and near a park or trail.,Wellesley Street East,319,False,,78,True,Allan Gardens Conservatory,476,False,Carlton Street,218,False,False,True,False,38.49,61.02,-22.54,very_high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7045,Bond St / Queen St E,43.653236,-79.376716,37,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Entrance by 2 Queen Street East,180,True,,177,True,Canada's Theatre Museum,209,True,Queen Street East,52,True,False,True,False,47.49,49.05,-1.56,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
